split,split_index,dataset,config,task,row_index,prompt_length,prompt_sha256,messages_sha256
train,29,longbench,musique,musique,135,7808,52e613b46ffad951945b5b098946572d82001b79867349df0858eabf5ed7be3e,7a27f38461ed5b42c4afdc83153632741da6c497c88a479f3706e27b3c6fd5cc
train,30,longbench,musique,musique,36,16976,0700d54c03608235ecc54ded685adb2c85dd23485bc7bc18ec1dad74d242fd79,74d065874ed13dd5190bf7ec78bf41c2d6b5b793a417a9a0db1b064c6367cd7f
train,31,longbench,musique,musique,159,16478,2987e73bfdc5134558bf0461ec6e73546693e024b996204f774c697086daafcd,717ab332757fdab8657f97e92b0439f7b0fc975e2a26b77b195ebd4451af1528
train,32,longbench,musique,musique,31,17322,b1d0fb71f7b7992a36251a300bf027584f362ca9d0cb3a0f15e20e693c8c00d3,01866b7ebb811ef250135862fcacdd8ed83b60fb5f839a5bff52eba78415d759
train,33,longbench,musique,musique,13,16531,f90254817f497cafd284252219ceb68bfa2f30e45aea178483736fc4ca2c1166,9f616bc91e67e2b416f9691e36258545b3cc7060080abd283309d47f255ad734
train,34,longbench,musique,musique,38,16481,e6375adc4a30ef3902dfed07545afeebe811dd8260f23238e8a6b5cb5130f21c,f2d84c9c5339829986c58e42b217f731fb221bdc1be7b561d91fc46db14afd53
train,35,longbench,musique,musique,115,17013,427cf73d325487b47165e551a97ba22e799665407e038f44f3805e90f3299760,75c83867e4d7e04c1d77ffe32cfb43a4a029b4d977968540fd9311825421a8d4
train,36,longbench,musique,musique,50,16974,7d52782eaf850db7128ce021ba369bd8dd35d51d8ed4b10e2291f75c3ec73b38,c0c7c8561259ea2a4558b54fb4fb9e240f5bf53fab901faab8ff5c97d8282c08
train,37,longbench,musique,musique,184,16658,e3427fd5e9c55923d9ac85f0bc220c1354e1fbe1bbd111b2a6f50bc2ce34bd2d,3d71f32c631b9dd7adf3132dffe33bc17f94d2d951ad29920a5c0fac92f8cc73
train,38,longbench,musique,musique,152,17181,654777a2df6c4ff1904b55d2adcbc35eb3effe2d429f773f60b55bc0cd14e4db,9266aa22228ecd8f4029a72ce32c3b27dfda0087621f761f3293a39337141bfa
train,39,longbench,musique,musique,144,13196,5a2870633baff145a68b30aeee6fb63cbb58c20fac875861d3242200404a868c,a76bb3b014fc2192ca06f558abfd7c382e67a567108205246bb5db02894e308a
train,40,longbench,musique,musique,82,17081,4c3538d0c6a116c13e070dc33c0550df3592209ca97f13782d2478d767d55f91,f082bc525ce48a6e47a967612616786288f7868491b8159ad65f14a302812279
train,41,longbench,musique,musique,91,15134,df829a005a8b03af4ede3ae5e5b8f057f76102af3d5489ec94b0ba7fbd3a80e0,aad5ec598bfcf6fd121acd150fdef66693cdb1abf842aef4fed5c9b314cec488
train,42,longbench,musique,musique,137,16931,7f08a59f40e16e8a61535f8e472db8fe4aad833d4b9f53c6771a9d1f99d2d58c,56473dfdda188c66714800bb3f77a2846ae2168ed31922a527d089fd3c9d54c0
train,43,longbench,musique,musique,188,17214,800ec41a3cb8311f1782f7e82525732367b7d604655f8bf00f3f3f2ad18a6bbd,454d813c9ba1150e02c309762111c3816aae1d555d7b1987fa68f5f26221e127
train,44,longbench,musique,musique,104,16667,a02879210cc2b03c031a9ad9fa0214c8ca178d39f337c0ec0a8567c51ad98cae,d6e3d506847a4272a92d338694d5cf726c55ffc727f8d3709823781dca90fb74
train,45,longbench,musique,musique,107,17155,b9c4e26815c003a1a53457466c42160509cc54dc6516ad81f796156bf0588fc0,64dda4049044fa5bb2a34fa0d0962ca45feee3b56f883aef63268903631ac624
train,46,longbench,musique,musique,116,17618,5cd926059b05af2a5629e5769f219fb798c4ee2e9e853acb7924605e8f5a34b0,a96f7e2d2facfd1efe171cf98bd500ea1a43444a4d8450538f2fc01e70323eae
train,47,longbench,musique,musique,95,16662,2e7941a21772658832cc86cba293287db4ea2b012ae8923411c27f2cc04b71bf,e34c50dad7da4832a54f7412d013baca9450b6489f44bb76aef68cc34e58e1dc
train,48,longbench,musique,musique,109,17223,b7179a75c0873845061d3322737b2c6c23a90263de41ed0bc3253afe8766d289,9936008f44493808149a0ceb65b8195f95ca1c8bbb9f9db25aa7eaa5d87cfa8f
train,49,longbench,musique,musique,43,16529,d9f6faaa3f945ee83cc8f0f63ff3006a88d049f4c48a9400970d64cefac70043,50050ed311683bd43bd4516ce27284f6eebb03ac379dfa4e12c3fe7cb2f32c7d
train,0,longbench,qmsum,qmsum,146,25619,3e40c87e60199284624786bc5e9c875b6cd8d58e57f8ccfb55efed70021a182e,3c638a07c3d9b1e065f3a39a3e711cd707d97426cdad3cafd5ce61ea62eeef9c
train,1,longbench,qmsum,qmsum,154,11272,bd965b4f6add870c1b4f12bcd6a82361477c9d212c1d985d0f547938bd13245b,3441ee04c9c876f976bddf34c9d14be17d4be58f4519e51d4ff8682990bc7c69
train,2,longbench,qmsum,qmsum,5,6633,2f8de0aab8ad168599df13e8bca98caff06525e42dbd292f2b06363b66714870,e50ba548355c1a5167a5a6565e7df617bb0c2957556534020bd9020a55e65526
train,3,longbench,qmsum,qmsum,3,15299,eb25563ee1d91e07a86def687db34237db78e200802c55d6b22f9c0fde4dbb72,d38f03960c20817fb43f6edf54669de7e26ceeccb9446e2acb3c92195f9cf71f
train,4,longbench,qmsum,qmsum,34,16287,5edc4ca01347523e6589a9f1957d1844440335c4c0f382dedd038255c6f3f005,5c9f969f8a2147c53b5c1b106c3de238a2dbb5a8be5d3cee772fe191ec04de29
train,5,longbench,qmsum,qmsum,171,16280,2a71103fe751ca1948131af1fc5689dd30bc8e08b6455291d21b69c0bc615b56,383dbcf15d44356a6b368c5c5f5e2025407e60951f6c14d0892996fbae30b582
train,6,longbench,qmsum,qmsum,142,15667,c857fb5bc5e328fd5c06ab8e6d115c68b00183dc7c0631609dade9d86e81761c,c4129021b0dade582325ddea42ed9b33dea248a8f2f37ef47a4e1ffd8ec2ac06
train,7,longbench,qmsum,qmsum,177,6629,937badad06fb69d4a4b0bd6bc40c79b2adce17b86a636e5b6991255027df71d6,d557d31b6d82258c2813faee4498635dd8112830842e8738f343d73c7b248c44
train,8,longbench,qmsum,qmsum,131,5239,89dcd0db906a2f52e58d7aa92c2cdaf561fe066b2bb9c8d685841f0b12767d18,1e80f53ae376e6e891cc64e64355a91fcd8e13b6f4b563ea9acd3f5f579a9ce6
train,9,longbench,qmsum,qmsum,133,30355,16f5795006e9a3c5a929f5bc09bbf9eb08223fd43b7ea0a66dc50cc0d2c09673,7f99df20583cd6575501e6d76943e040c18b1ce334a5b23d86948c568c94be26
train,10,longbench,qmsum,qmsum,7,18429,453bafb0bfae278b9069b8d567ef10dee74f37cb6181d1b0461b373c0eced6da,36045fa0b421c9ba6d09ea57bf655a0d6c61506b310df182c077696859c834a2
train,11,longbench,qmsum,qmsum,52,9311,dca15b51a7eb47783f88b180cc07beabaa4b44de6b226e1d79d42bc42dd6264e,13823b633ffdc364efd1bd1b0a9f61c1c4242a58bee64b0d1a9483c0ad93e80f
train,12,longbench,qmsum,qmsum,195,10020,cf2447c9997cb27470a3b1a25cdc1fa3c856eaca790cefd2568d12c3e9d68e7d,17be8410b135739a5b88196efecac824c65c0ea6cbb66d874ce7296c6954b5bd
train,13,longbench,qmsum,qmsum,74,8131,149b008a435246ddd9a5d712156e1e5a94717101ffd548c2175128511fc769c6,d7f14d5c55fe59b51bdbbc539c6e9a2c132bc3e48a495c704e52f5cd5d1e7020
train,14,longbench,qmsum,qmsum,28,16965,7fe2208b6632a6607b6a18048df04eb4ee87681f64adb27acc1827aff67e9f60,b060576d1c6501fbf663596087441a168f34f88226ed1f621ba2b16d09723454
train,15,longbench,qmsum,qmsum,168,12543,3f85a5fbf845df778a5d8ae6ee9d7acaf229210da19ea28c7093bba885ccd856,51065bdb177f206d37b7eb7dbbe146753c0b2b6396f94bf8ea200b8c96195f5b
train,16,longbench,qmsum,qmsum,117,12128,920c35b09ef9ccde1c17739b353d64a4a2bd683b88956e16a792e60fbab65228,661324ba4afdf1631c4356b6ba89a4cfa1e143233ee82c974036a213e58d6273
train,17,longbench,qmsum,qmsum,58,10104,bdc956958c7d8ba729f0d9101de61ea9cf2c321d484780b84e406138b241c7b2,77ebe84975b743df86ddec5f1ed9658be3bb1c334226f572e7c88aba6e930c92
train,18,longbench,qmsum,qmsum,2,16885,b76d40c0d2c9560149d1cacaf9042b87cebf5670e3eea19af80515d3d928cee2,472c0e33a12c2c9b64f35d6b709cc9c1f16b3389769749fa833a175c346c4aed
train,19,longbench,qmsum,qmsum,63,15352,623617f406fa8f135a8d1c7a21b94e941044a14ad7df466355700c8e3af71740,7b9052b55402541adb74263a0cb8e92f23831d005618b9aee515a26d785792b6
train,20,longbench,qmsum,qmsum,61,10908,c4bf2c9e930bb913a2e224500cc4cb0af0ef1e87e05fa7c2f0051b576e05eefe,02acf7f4286e54c51d0af5d3b0592ab2928c7b692a40491091c9df2a78395a7d
train,21,longbench,qmsum,qmsum,191,9311,ecede5133382f3fe3e7e33084723a20e68817743415c1d8831864314d87503ad,30f7acdecb7f0f41a18a1fa19ee7fefb850b5f00bd2d84627d307ebc1dad38ba
train,22,longbench,qmsum,qmsum,90,13053,e27aa7d25ee425876649788a64f9e3930501e78e610cf77f79acfa8d96b548d9,d749232fcf31014ceed65190ff1f6ce8ffb7b974ff5d390606364627b294b195
train,23,longbench,qmsum,qmsum,115,15597,dab5a83460c904a91a7bae37647f474ee7a60d8d84f3161c6de36ad4435c2445,1ac76b4caa3da4b52ec15380c37db5c168a436e9bf8bbe44336b3c023300c8b9
train,24,longbench,qmsum,qmsum,165,6631,c178c880bb00fc48611c547a7f32bb07b6fef3ad94e393875e3bdf521d45f332,48b587abeca3d412fa3b437a5eb4060fffa2bcb991072260025839ff24eac27f
train,25,longbench,qmsum,qmsum,87,25612,cafd36b4888bbeb6d727f302dec6c272b0475f32e6d19ccdd5833dfbf1e6d563,f67cf593bb0fbb2782351ff88f7d6455fd0059cef159f53847656639dcd309d0
train,26,longbench,qmsum,qmsum,190,5232,a09e0674151283a9b392819b01c87f7e81b572d6660351bc1b2c2e220a5d8fac,f71f4ba85c8c904ba8b00d47a42f55d8700b07ee0379f0d1eedd88a122010d98
train,27,longbench,qmsum,qmsum,169,15672,5a757d7ce11f92ae4e7adfde5e6ab71d8323e03e02ee043d81d4b06c9fa38175,7b4f59bc16d26011d985c1ec9862b052a6de37595b342fe0cb3869047737207f
train,28,longbench,qmsum,qmsum,70,30353,6dcf7057c0fa879e01a98c21fad5813970bf195c525f4be398e57209dc8f160b,cd1931aa6eaa3329b70c84a8a4bfccbbe28eb3a3bbd9d9909689bf4c08e1679a
train,29,longbench,qmsum,qmsum,1,10231,acb6b817f71620676981f00da87c66e37b0c22e426a5f5585bbb95dae88857e2,9e5111facbb497f5501b6fb92666038918932a61cf6c333357b8808269c5c544
train,30,longbench,qmsum,qmsum,172,25620,08892bdd235fc1d962d38a1a7b9ec5dec0e203171dde26d4e7b8c55377615e4c,1a2c9b166f90b050f1572aa99f9ac40162fd641b6e0435546231d968cfcb21c9
train,31,longbench,qmsum,qmsum,25,13358,72a77014d524a8cb50baf2fc97cad8f048bd713dff124a31956a01df9307a983,f8413aaa150a546ce798a087b13fad435842d4f0e316e75947336de3dc885e0e
train,32,longbench,qmsum,qmsum,50,16271,6c4ec09df933bb2ea4003c26b471ea9afcde264feb990d357e7cc7b2b3e82cce,edcd45a8fdcbb48397dfa507e023ff2eb51561444aa1e500549c55be51c97662
train,33,longbench,qmsum,qmsum,32,17841,94ef37beb9d7f5838c8b0c4fbf768bd04d9759e88c3e9d901532576597e0f4ec,8f1055064c3c8d12628eb3eb9367d0348a84a9f25e91d6a3999b3f28e695eee1
train,34,longbench,qmsum,qmsum,175,12828,43b1852bc3d8ac152be88b349edd1b4e17921f79eb9f6395fef50bb723944f92,e04de46a3475f00d797346c50e0e56bb9c0d481337983df8b57786e60abd865b
train,35,longbench,qmsum,qmsum,6,18599,f92246b723599dfacd876efb3008e7625c6e72f586e74712a49a267d2accccfa,885ebc5f054a190b92d6b29a95e1f7523ec51dfa8cf6f5f5655b68ef5f4fb298
train,36,longbench,qmsum,qmsum,101,8128,270c73fcc7f42d40ce1cdfd4e273fab2a5c79543bb0f92706eed8e65d15bb1f9,f124c5144eeff4f5c0b1fa1dc6ce087fe3a33d7ba3d5b63ee7d4845c4defe745
train,37,longbench,qmsum,qmsum,125,18600,170ade14fd82a206414fa21b163385d1e90bc68fd2c0dbebcf4cdd87c9da4c4e,88a8bd510e58064491eb23aa9d7f68f8738090b17f2c14a06a600e56ea719539
train,38,longbench,qmsum,qmsum,112,17835,70e0b42f290d81ba9ca155c375d7552b6f784b18c9c712d1e37f63cf2c331df4,e629315dc1f5de5ef54d867983f2367eb5c4f30e67c02dfe868c7dd676529414
train,39,longbench,qmsum,qmsum,39,16286,7d57dbd4ebb4b73c7e4f8f800a124a93842e961095521792a98e44dd237361fd,3504669cdd5264253cad0434ea683d33861ad9439a4f8ae50cfd656c2a40fb38
train,40,longbench,qmsum,qmsum,155,25609,643ce8d4ad93aeac0003f8d7e630a84f28618a71176a63aa89b92400e7b01930,e23a0ccbaad06125d02184c120cc79288b73e9ca5ac528919648dcc22111ed74
train,41,longbench,qmsum,qmsum,8,5582,84fdb85d4d3b61697b0c265f3b7931b9a039c326f2181a78259b32d2fe40fb34,0c0f001475e34789ec96dce42b327fd5eace2d7b5095f9e276a6fc93fed2a90a
train,42,longbench,qmsum,qmsum,163,6633,a53948be590d8d7798e58e9a36cc6e2f0d173f3cb32a5fcb12643099e4023800,08b2c7a7f15b6aad915fe9b07fc17c3004f5a92a8c01ecd4c645c083424c884f
train,43,longbench,qmsum,qmsum,93,13037,63489265c7008fb45a52134d1965adcfb4b156894f8e9cec44457f8a860a5453,d6317487f6feeb6b3d2430abea27542a6a2267befaac55bf87ec2ff0fc960f4d
train,44,longbench,qmsum,qmsum,35,10231,74909a363f4e3a6cff5652e27b4f46f9af08a2a793adba84d1c54e401c8e8d96,fa0310131538d675616a77d8418410c17e59df026accf3ab2360cb97222ff6b0
train,45,longbench,qmsum,qmsum,10,15855,b7cfa340984c3cc3a8407e67831196304012530fcac17ff7615bde119d54dde4,e6396ae6acf4947b8578e8ec9584af285980abed859175f2903cb09492d10a97
train,46,longbench,qmsum,qmsum,71,16275,c0744dca8d59420ff80fe79dbe5492bba43bb5298841340f0eca0eb896afde07,c3a51dadaa649db8c6ec9defdce364c4a4c412e4b52f199c9dcc38a4f958f344
train,47,longbench,qmsum,qmsum,193,15667,e4926ca5672f519970a2fb75f96c503db835d2936e9f62a8c73cc7af7eae530f,564c93be00622b90be18b0e5616672ee56d207c372fc983262b15b29eb6123aa
train,48,longbench,qmsum,qmsum,36,10912,44a0ed1dd6a94251a8caad84e94ff64bb37472380f84df50d4e5bd9cb214726b,1bf7bc16c1cb650867f5c8abb6e889cfb0fc48b34013afefad7cc48517db1417
train,49,longbench,qmsum,qmsum,18,17837,883409ad62ae22edc0bfe55b7dc17364b0d84a0c333e8bf7973782cb35144b42,6cfefd910fe0fa89d1e71e4004255d623a50c53ee9d9703c66896dc48d529fc1
train,0,longbench,multi_news,multi_news,123,2547,2cd918a859c51e487f373911d17aebd54d821649895c84b7afb5a85918d1b904,9ae37d9b29589a72a753276004e80433e89122785123c9d5e602df0ab1e66202
train,1,longbench,multi_news,multi_news,57,2438,40bf26e8bbe77dd482eac21903a9aced493d0f6833b07a451bd18c5a12ab651f,13d51762b696c36cdeebeb3419efef65c444eefaf39891e6ca24c4166bf09ef4
train,2,longbench,multi_news,multi_news,163,5047,cebb54f94cda8c06ea6b0d8185d484fba78f5fb347a1864bcffb35e5c370204e,f4664e422a41ad3327fad86d9919c43396668c5af7890f548a381745c4200adc
train,3,longbench,multi_news,multi_news,131,2413,679c351ef0550799bc53d17ec6da3fb96251c7b6c775c2a384c2fce8cac2f092,a6928abf7294b0ae4167120f64c3964237f005797d4a6aefb24d375689d8cf62
train,4,longbench,multi_news,multi_news,180,4640,f85d3530ab6c52703c65f907d4a3e6ded45a56217640148ddf669a2c9c89618a,8b156ad4ed790d48d89d12b96787ca112fd2c0f2c7993de6448b6e57b9c09e5c
train,5,longbench,multi_news,multi_news,159,2727,d550d76c4d9fd0913bceeca29d5f8c180adbe82d96071eac0bc929e906d6f6f4,721eda1311a1e4b02dcb3a412696f73f54416cf28f30033cd72fc68faf67a14c
train,6,longbench,multi_news,multi_news,99,2841,d2c99e388a0d78dd6f80d0ea19f5cd0bccb62ca7033ae7b1394d0b0371fb640a,ded7bdb6d8cb9a9bdf79f8f8555d0fceea80591f33688b583c60a57fdc97d69f
train,7,longbench,multi_news,multi_news,0,2703,ea2f7ec2d836b46953e206ee7569d7329c9186e60dcfe9a278128ae6ae7b76a4,3b273b9f40c90a7fe12b9f98b4c4664d8a4b601a167698137ae85638c1d322ab
train,8,longbench,multi_news,multi_news,124,3767,c1ca8a31058644ff240d9ebe986347f8e9cdea8843efe992d6ec18c8ae036226,45b91074914116d322786408d269ea4bca369c7eeb768fda589b56ee639c370c
train,9,longbench,multi_news,multi_news,152,6935,16d5ff709e659763305e90cb45248cc16d977d700a6499f54312a4441aa61609,90fbe7b2fe9543c716c4364b6911f3d6042eec9ed5062b856b9f907acbc9621d
train,10,longbench,multi_news,multi_news,63,2804,82672fe9d246335eeb1a9b1e6715d228e845dd7441de129fca3d395aaea92595,6d01822b6c5277c9b0270f3b2459a782357293ffab08f394ce673f3fe93a7919
train,11,longbench,multi_news,multi_news,161,2311,3575877a22e2a97bfb7539756b1416e29f03e61db2eea88d256f40061fdcf991,46b2b77331510198701367d22e5d5dd909901b21036350648ec46130509e047e
train,12,longbench,multi_news,multi_news,191,2733,c2180dfa7f7a1af661eba5d510d955fa06b25c768e45e730816bd326760e37e2,ecda7294c1d54a880a33fa2ab6940d9eef363bf1cbd4a4e5c5f82c4ea5dd90a4
train,13,longbench,multi_news,multi_news,120,2699,90901fa17b84da68839a0772d5a167777b1982f442662799c65ed92291630cb6,5b6e4fc1f00482a56acf0eddf71e90d97b8b20bd39a75b7e26dfb403540eee2b
train,14,longbench,multi_news,multi_news,128,4247,a3a7bb59dc5694f2e91946f281839ec084523d5227210047dcf0f323fca2d5e9,e718252d653eb3fb6a335859899cd75721c27b0bb4f12f8420ab0700186a6890
train,15,longbench,multi_news,multi_news,132,3166,c1fb31d8d4ba0c01156e893f60dff8660eb23ad5df3950480d40cfa5ed356373,dbdb3266ff260de351764a2f04454c037968d0eb40936c7f9f4b2776a9cf0b72
train,16,longbench,multi_news,multi_news,122,2849,0465910b372c19b9f8ff3bd8e7df119784b48fc8ca5f76c89e1f7de304b6ea8e,eb998da5ad677e5cf063dcf4f3b9fb076c2c7a38f81428733859082c041119ef
train,17,longbench,multi_news,multi_news,77,3094,05a0cedd7141dc3e6bf22ea86fecd2a98c08a457cd3c8322dd64971be7316567,c96c82ac47e933cba52b93eafe3c4391a5d7d024b09b3e1a06d75900ab292859
train,18,longbench,multi_news,multi_news,50,3910,5eef41af5dede8b78dadbc967b32d1747b6a3430af2497af8b1ee16f2cea79a1,48108c22e7a2a3e66fce5e836cb9616ada581a69e204e6b1e9fdbe83b86cbf38
train,19,longbench,multi_news,multi_news,87,3330,380b4891ecfa14bc407b68ed259c205b4c842876606009c05439a7e0112a8fd1,555dadc4ee25e5b642cb644fc4276e8b85299d908bac2b2ac3b209194be80d91
train,20,longbench,multi_news,multi_news,118,2453,2d743d6107644fd2e53ff48aacc4cae036d828a3ed517f7915ce09b363cadf94,92b3414f455317753e804f72a19e1d023caf302c35690da7e6e155b0c784da60
train,21,longbench,multi_news,multi_news,162,2344,50714fd615cc02ef99009a91a647ede71dfc3ec69b36a25efe74cfaada1dc836,8d2967a345f6144ceed6b702160d6bceb9ba87069e17d2b51128d9b1a93a0e5f
train,22,longbench,multi_news,multi_news,105,4694,09cc39c564ce485e395bec45869f9e96edac7c9cb3249489bd2c4d55208f7f03,fc82d72dc28ac53be8411cd168e5aae68049769313d97e43d760a10b6ab03831
train,23,longbench,multi_news,multi_news,150,2778,709b1db88c829f0841c751aa72ce9192884d91dcbb70a5039576b5057f2a6039,c06be7e23f25f35874af602e321c08440a307008872858d6a3a8990c804c54e7
train,24,longbench,multi_news,multi_news,113,3337,6683e74cf08584aea025c5a8a31d1a068bbc32c422ebc8f244b7a637d83210fd,b189a048276a967c8275609314d88dbb50507775c0ca3f5dbf5efcf085687ed7
train,25,longbench,multi_news,multi_news,56,4575,94b2abe7cbd75ba3c1aef32362b6ab8a067eda65b0445dccabc8321bbdec0a2f,49a48db17eecce82bbc141e3e0db303abdfbe62bdb9e718fe7290b6cfb0199f1
train,26,longbench,multi_news,multi_news,47,3797,c025c2becd097caa742c37935d949dbb1bbf9eae3e6ce57efc234453d70e2b7c,16fd1a85bebdd37fa7c2ae70beb0abaf4128261a94e90443f4f6f9c1ae064b26
train,27,longbench,multi_news,multi_news,183,3251,16e9afc2ed3848b8d9be0483aa2dcfaa6946963c280325c7b879ba4e55cdb8bd,0a8cb4c1c6489edccf4e7bf25e422587367f669c00d89f0dac7f1ff85fbe1bf2
train,28,longbench,multi_news,multi_news,136,3920,2d141624339a836f591503895fb66f2d6be6069dd5684c62d02fc13e3816eb91,8637a5ce3b9d758d949adaa63121e7cde7e1a075e88f2628a9217031333eddb6
train,29,longbench,multi_news,multi_news,165,2526,23183a09921376aa41784a9a9b2435334a9a8732f3fad3d136bb375aa00075fe,ac67e1675920be67ddd08b7feb90a2d6d289845b6b023f0547ad572ea4c94fce
train,30,longbench,multi_news,multi_news,185,4512,4f28920d31f6ad20542f3f8aac941d42c9bf31bd25e80cea2573fcb2edb53ac6,f3c279ec865e24af0b28b4a6c6d23e655bb3c1ae567e26424530a15cce159d20
train,31,longbench,multi_news,multi_news,112,2476,74c02ac6edcd5faa00f3fb319a483abb82f85f0647332ffa77c313f0e1424d89,b2ed5ec22ab87d4e14cdca97099451ed824933e634188a034e4ca0da04ed5702
train,32,longbench,multi_news,multi_news,45,4076,54291fa90ac27229dc42a83356144c34677464b01b27de197417b32b844c095f,eb0d7e7215dcae9991c761441d1e5acead48249aae5f42595b744660cb1da9af
train,33,longbench,multi_news,multi_news,127,2763,2045131785407686964a2ca2a8ad559bc56f49f769504faf7da1be4243b435be,8ec10aa41e3deac7d8687930a2fcd459cf917fa2d9abfef9324589571486375b
train,34,longbench,multi_news,multi_news,93,2514,d8f1d8fe7a9fb82f8eea07fd5dc09785446e117fa065d8082d640a901e286fff,a79dcfa49133e0b9a883cbc3395f475c0ff2c6e29d21a6de797e9e7b499c5184
train,35,longbench,multi_news,multi_news,88,14022,8445b76c322426ef07d834205ef7de3cdb7a3d5794563ffc9b6e77a5ffbc3c05,229d3233f1e85fc2be9ca18c62206e9a36251a2a7df4b48cc8c196e742cab570
train,36,longbench,multi_news,multi_news,53,12935,7069ec08aeede38d6661b69451d455d5739508718ece7114ef00dd95897b3fad,e73065f3ffa19ff7c1a533c6501b5fc8adb7ce1737a949470d55406b43e9a1cd
train,37,longbench,multi_news,multi_news,137,2631,99c72ed6695486f6ff5e1eed64ef4acc9222cd285802193f7f6c36d0fb280f25,5b8aef3f590dbd89c3501b138cd6316d57db992dc7f3a9c36d7072052ce4352c
train,38,longbench,multi_news,multi_news,100,7762,75c21dddaf88612e4170b18ee96554fe275d7e7cc28c45e8cb0e696312e12602,3da9cfaa86ad7e9fe72566e0cc9c98ed699fe7345232f3ba611ef65e46680770
train,39,longbench,multi_news,multi_news,67,2005,a7dfd3a543a553a1fa51e58df0e0e82de39dddcbec09677ed887dd9cf8cb6c2e,80ce21e785b7373d9340f9ce13252c562da21b255f52a9e2b4cc44754c7e01bc
train,40,longbench,multi_news,multi_news,64,2070,65cc6114ed6fadfdb51a5b22dd4ca1dc6766f26864ac9bf2a838711ed0f31dc2,cd493e87f2ee626714709ec1b1ef2dfbfdafbc3d40d85a91c31020cc242c28a6
train,41,longbench,multi_news,multi_news,25,3262,65eb368db74fb647f23705514cf5500e4e2cef8bab093f2a697982e5be38bd91,9f702ad1170039c336a4971469b341ad036d7ffec754740101842280901158f8
train,42,longbench,multi_news,multi_news,145,2248,7747e857e906526497fe8df4a9885b6287a30c5ac0f0d5857d1e1ebf9975d689,152cebcefe78f20712270288042e18204e1b062372b2a3e13351a71550a28d89
train,43,longbench,multi_news,multi_news,70,3871,4b6cf86c763e642c1662a2b6d48a4d9b468f9affbcd86bc6ac1f39489ea34b34,38359af229bdff424694db9229e74c0691837d476032c37799e0445228d03920
train,44,longbench,multi_news,multi_news,102,7198,7f31dccb473cec977e8637d6c1dc379f61670d3f17f0c0fe91f1452f411de85c,736f7b5fbc6f8ba014a0ece9ed72cb5005ad856760a974301534223490564b3b
train,45,longbench,multi_news,multi_news,82,6195,b1df4ad464ce6c1766e171e653d7c8c3f30d2e958f5c944a5b0a3534cacce6f3,27e616deab072dfc02765d897d2ba8ba1884eb50cd860a7f2e8dad38d6224a88
train,46,longbench,multi_news,multi_news,115,9788,7bddc2afcd75d61d447b3058ea3f2f8878c28542f0f36d99b3b58a6d4986a67a,f826dfb983b3ba889f90b17060e01a273edfeac4e9347cc4ad009d07fbd76c98
train,47,longbench,multi_news,multi_news,66,3964,d588dd0a421c1b61c1ff7a1a45d81a281f26697273369e9695f94e09afb3fddc,ee7c549c1b524f6a0511b17d9c3b5fe13ba80806243a7f64511830276c15df08
train,48,longbench,multi_news,multi_news,6,2891,4b7cffdd1371a436ab2edd77348fbc2aadcdc8ca37ef27e8acadfd62056e12a9,4fb7db6537b78a8658fe520600af78c5defeec0eb9937ef2f43cf811af45422a
train,49,longbench,multi_news,multi_news,89,2105,ef3613f4f64567f7c57cfabde8834caef2c65aff1c21c97b6f7841d8dd6c94c5,4450918d0bf156ed73a7b49fee2c197363e2fc586dca7ef572b05b3dbdc1db5b
train,0,longbench,triviaqa,triviaqa,144,7705,cbb5f01c27289ea461fa523ba8bcb8fb38174e4d89177628a10d82911be1ac91,8aa90e5276ea34b291703453b0841921bd8056d61357f3042635f4ceb647a898
train,1,longbench,triviaqa,triviaqa,182,8617,1ae9342039c7968fa3039407be52cfbbfe5581266cb738855191fde4f86b411d,6b1feb6b9a76653f39a32d531c8d8162f2814a34b9cc5bab7d83a1e7691cce92
train,2,longbench,triviaqa,triviaqa,198,17644,588db93eddfc2cd4412c44ef32ec9c6d4d97b94161c78035332b6a128042d776,7b3dd636c6a4042a4c07e09d99e5df5e6d01c5b2ba46c7e665eba4aff5452a11
train,3,longbench,triviaqa,triviaqa,81,15756,50268abbb1d753eebce196a7d6627a2b0ff41b3686eda9fb59545c22d678f8cd,6d33676a23a66d5309bf920f47a43d436e4e8b45f561314e30df4d0bc742ede2
train,4,longbench,triviaqa,triviaqa,154,10107,d90c2b166b4a6b8bab1e6bedd8f1d6db701323b400ea5d6ef81c27dac1cd84e7,4246236c1a909b620c8408d8e8c53b396c62972205791486a88dfadf442e1a1f
train,5,longbench,triviaqa,triviaqa,46,9520,64d65bdceea6563e6ecb636f03b63945cfd7688c309a0dcf40e6c362deaf3eeb,6addcea3f1b43f6e52ef87fa948134e0d60d49e220c7b3b6216199b89a039cba
train,6,longbench,triviaqa,triviaqa,114,11537,2bfecf11beae277baabbefa82e850d10f02805e66a5cc574f7d5ae8995147b8b,9e1a0e7f021d4de35d6056c9fae79bd0adb39e60f2c97a15cf301c270e42782c
train,7,longbench,triviaqa,triviaqa,141,12267,30a196550aaf4cdb27b10ac7b8ee88a6f084b5f13a68d898d806c7bcd71d9daf,a8e2497d2d37be0cdc08d0d7ecdb69d372d4b6cdb02af9e600c90386f4a2f8f1
