split,split_index,dataset,config,task,row_index,prompt_length,prompt_sha256
train,13,longbench,multi_news,multi_news,120,2667,72b58a87faa472c9d6f8a7baf2701b59ccebfa7adb9849a1c10327645b09b188
train,14,longbench,multi_news,multi_news,128,4220,cb6f90e81ed809eaef8ffdf402f138e19094cb8a42ecfad236805a6fcd03cc10
train,15,longbench,multi_news,multi_news,132,3126,993c4bfde1c8320662061b49b1674cd6938fe262163627cc097b3234672c25aa
train,16,longbench,multi_news,multi_news,122,2811,bc2741c6e95472c811eedec4d711a198a6aee4a547f7dfab2c0d61a2c33aea68
train,17,longbench,multi_news,multi_news,77,3065,274e8e059e125b82603fcb16e7190683a7ce6e0b3e1ce0f6faeeea6792bfb9f0
train,18,longbench,multi_news,multi_news,50,3901,e3bb2e1912338dec873a317a0dbaa3130b6620853cfb3a4ba855789b32264dc0
train,19,longbench,multi_news,multi_news,87,3236,ce444ddab5f7b1658f88c95614ec4b047c1094ecb3b46be6359675353c00f0ef
train,20,longbench,multi_news,multi_news,118,2375,e587aa266865f90cc336db8f0d22d4ed8803db41ebd3dca180e9177b7b0d0987
train,21,longbench,multi_news,multi_news,162,2337,037ba9fb0b37c992586c4b85e447736c99a5c86df631347368fcbfbdadbbc149
train,22,longbench,multi_news,multi_news,105,4675,e9cb43bf42bbf6b0c07ebf83ced9c8657d06435e1b37956919e7e4d4d3a1137c
train,23,longbench,multi_news,multi_news,150,2773,1c4ceace620aab7fc098f078f26d56286bf48ec4aca5a8c55d47b5c2979b12a7
train,24,longbench,multi_news,multi_news,113,3301,59250c741143549780b91080dcd2f358976b93b4b67559a234deaf9d84a9e983
train,25,longbench,multi_news,multi_news,56,4522,0ca7ed4a7e43b9ddfa8f810957e83be5a8d7b001537e70a8aa8694cfa4c95e1f
train,26,longbench,multi_news,multi_news,47,3765,f4fc78411c80f91a97f45f3d96a411452005a681716f99105b423cc16fbe22d6
train,27,longbench,multi_news,multi_news,183,3230,0506d529afb7dae780660352f16e5b0047ce88fb6af8fdb94933e9387f99dd04
train,28,longbench,multi_news,multi_news,136,3900,53a4b79a5b8ed3886682d17d9eded5300e5e7ab5a5a294aefb237ea83919ee38
train,29,longbench,multi_news,multi_news,165,2486,790f0e0a5fa38b6d62af5681dc800314cab0c42255b858af72b7653bcce69d26
train,30,longbench,multi_news,multi_news,185,4480,69558f620cfafd8459df409d261fcd52713f8ec6247cd47378f389ae907c1b3f
train,31,longbench,multi_news,multi_news,112,2479,0e79f7272a47d14e1f40470ca5628070cf325729afc185304c881b3a13663c96
train,32,longbench,multi_news,multi_news,45,4036,72a496ab5ddf9ce9472aaa3751986233c8425d731357275adfd569cdc27165bc
train,33,longbench,multi_news,multi_news,127,2743,5e195a8a731654004aedf178b65a4b9fa8bc90301e65844e35363358a31b9031
train,34,longbench,multi_news,multi_news,93,2516,0488997b8ba173471254092e4ea924064560bf8dd06e590a9bbe0f856f3ffc7f
train,35,longbench,multi_news,multi_news,88,13935,8f0444e084e2b15ce4963f32dc5a6a65124fdc220ad6c05f51ab8dfb71d2d6b7
train,36,longbench,multi_news,multi_news,53,12638,90e7d77a59ba51c6cc3308666f1044026383afb900dbb9e03746a7c8ade02cde
train,37,longbench,multi_news,multi_news,137,2598,3c504c74f185a8878e15ec808e6e3e543a872ca4b8a5d5ecd18cdfef35b88b85
train,38,longbench,multi_news,multi_news,100,7476,79c4b0a5f134b027eda261eb1b532e848942853723f76bfeae7af01cb02a2101
train,39,longbench,multi_news,multi_news,67,2010,96abd9ffc2b946b5d03cc9146df99f7086713b9307fc72506dae9e6e628377b7
train,40,longbench,multi_news,multi_news,64,2069,10985d902551ee006a9298e96acd1f790490d1c1aa628858a0c52aa344f20a8e
train,41,longbench,multi_news,multi_news,25,3251,2d245952a0134738675680c6f011fad050e3455b1c16ea835d4dcbde56938d30
train,42,longbench,multi_news,multi_news,145,2255,d188fcf102be69de47a6b642cda5ba48b6028e9b9f59b628cd71f5157cd30205
train,43,longbench,multi_news,multi_news,70,3862,7291ebcb0049c11242555c15e4d2df67c3fc24dca85cfb55de3c719dbebe0893
train,44,longbench,multi_news,multi_news,102,7017,691e294e0a08ca86d092ee75bba6199ecf228fe04993f59c13113877d6e1fda5
train,45,longbench,multi_news,multi_news,82,6170,b5350131bac150d1e35160bdc47de7e60cc3aa5479f57c5da130c2751d049334
train,46,longbench,multi_news,multi_news,115,9669,d8ac1966257223b21262390d39266a1536344697e8119b0e90ad6ce4b5d4b910
train,47,longbench,multi_news,multi_news,66,3958,d13c64d591756df8df01bc9c8dbaca4ae9ca0a0073c50b816f9919cbc1d66791
train,48,longbench,multi_news,multi_news,6,2855,f0df7d672fa854984a07d3c1a190d95a39c8863de748b6857a2a3f2153c4e910
train,49,longbench,multi_news,multi_news,89,2061,cc0a6d711ba27a1e498e07e42fc4ed49a5123766f440fb348401f61055f706c3
train,0,longbench,triviaqa,triviaqa,144,7474,505f4374ad60e4572f16507eccbb6f6dcb1aa7c0441c593308f00926c4a7043f
train,1,longbench,triviaqa,triviaqa,182,8237,ee2430562c77a68fcd5d7b04637ba55a440b95eaf6fb40b4875c73759a9d9984
train,2,longbench,triviaqa,triviaqa,198,17071,c75218960fe36ee7bdc45efb7cb4d0455bd44b0d93e9c2943113fe38b8ee2deb
train,3,longbench,triviaqa,triviaqa,81,15243,65102a57c23885b3816a573430b7e30958e69a990ca1b8c9b418da756d001c3b
train,4,longbench,triviaqa,triviaqa,154,9789,a09f452e99fca5ceedbc2071d725aa6c9e0e314bfa23759f186ee99ab56c88ae
train,5,longbench,triviaqa,triviaqa,46,9278,5efec64eea2c1edd32f6ab3c132119bbbe5e02cb4aa01c94f6b413f5cfb6df04
train,6,longbench,triviaqa,triviaqa,114,11195,f36baca0ee37eb3eaf3a2609291963f5177852dc04a9a0562779e5a897136aa9
train,7,longbench,triviaqa,triviaqa,141,11850,c1e809c94316d8755b749fc79ce567da26613f2a09974af0a0b84ef714653583
train,8,longbench,triviaqa,triviaqa,147,16875,31e8541636a90766d180df95feb9bc47b69da23e36dce08921d63d95c534d97b
train,9,longbench,triviaqa,triviaqa,189,18962,a3391766bcb744cbfa9ee7e5fdbc335889c874c356a5e8fe23fa98ac0ffa86cc
train,10,longbench,triviaqa,triviaqa,47,15387,27fb118b0d1a4c8de36541181231810324ab174b59f159ae404eace2e8bdfd9e
train,11,longbench,triviaqa,triviaqa,62,18008,3125d057ed70cf0cf50889121a906fd311866194627202b2d67da256f6945c5b
train,12,longbench,triviaqa,triviaqa,84,4218,bb7c8d63085ea754e7097b025563490817f74eae24f6c5d16ed5ba8ee2a511c6
train,13,longbench,triviaqa,triviaqa,51,11542,45aef64a4869f8958762426586590caab9d44952920bf9d260d121435ae17f69
train,14,longbench,triviaqa,triviaqa,26,19400,d91c516ce2e3e8d8abaec289c3cdd49eb44ba11661e24e6481c4e810c3280f30
train,15,longbench,triviaqa,triviaqa,184,9336,bb597e62c64f7d3ae71672a7a2ca55f07552670c7a2d54bc6c78a866412d16a2
train,16,longbench,triviaqa,triviaqa,11,10159,44740b82a8dd12700593f105db38e675fbaf19bc9a65f56256417af37de79045
train,17,longbench,triviaqa,triviaqa,78,7208,6b962c0514a269b8c169fb6ae5f2212324cabc81d924a7704a36e0c1c722dbe2
train,18,longbench,triviaqa,triviaqa,37,22141,4498a81ddca83dc82e0a4dd7717aa3426ad41f4894f3b1a267379a33bbe28b30
train,19,longbench,triviaqa,triviaqa,97,8206,2469ebbc43a1920e1542a36e6a3afe6df419904ce5ba5e333e1ed67278a03c3f
train,20,longbench,triviaqa,triviaqa,8,4556,420e3411279ae097abcf90b59fa34fb6e66a231bbcc1684f4ac232a171e35691
train,21,longbench,triviaqa,triviaqa,100,18183,2677b84da050ef17d76b0ea1beaa63cfe83dc0e4c4b0102d8946043b12c1e8d6
train,22,longbench,triviaqa,triviaqa,76,9463,13648fbf871ec33eec741ff3af90532cf9c1f4df92066cd62a50818ca825d21c
train,23,longbench,triviaqa,triviaqa,185,12252,d68401191185b75dee388976b6358c717e206db8b73b51bb520f241ddad92e03
train,24,longbench,triviaqa,triviaqa,2,13267,adf7acaeadfdba2d322476e507a90b148639afd71ab45b538375c1b7281ab3cc
train,25,longbench,triviaqa,triviaqa,151,22613,87419116cb2fb145a2907f735a1d8fabc150debe086c3e2c2a5aebe97327517e
train,26,longbench,triviaqa,triviaqa,22,9197,9f3cd507d0988e3808e376b79498fbb374031f7942a407518b28bccf800e85de
train,27,longbench,triviaqa,triviaqa,174,8820,a3b2212c65ebf0608782f09652795f10f45ebb3e962b9a226b511c9af1e1a4b7
train,28,longbench,triviaqa,triviaqa,74,19638,6a1b2dbf5b604599bc701f67dcfe1407772fde41a743c4227d73ee67d3bdbcee
train,29,longbench,triviaqa,triviaqa,88,11612,8f7d23bd98ad888695e4ca5f8bd3f57ff7f4d27278ebb2da82f5cc8979ec2c05
train,30,longbench,triviaqa,triviaqa,159,20254,2b7bca08a5a0aa1d434aca7ce9ad87046508d67415f259c45384e74e991716fc
train,31,longbench,triviaqa,triviaqa,32,16644,7f692e8cd6cfed880bd7a852a32c100c392d81e22bf4ad7a48d7cc6cf50d1715
train,32,longbench,triviaqa,triviaqa,80,7762,a5866024d715a4b68ef7c2a2d07520a5b56e847e2939be4ef801f8ff2513409a
train,33,longbench,triviaqa,triviaqa,194,15948,bff5ee9216988c6f54d0dcb56d18edc4997248091c8d01097c7d5dbd8e6a58f3
train,34,longbench,triviaqa,triviaqa,102,18632,e66a6ba5633504858247bf16b181e9a33b2807908434acf31cea3ba8fda30916
train,35,longbench,triviaqa,triviaqa,85,18118,b7a0f55db88946eb9bef691b1f89a1b7d5e785ac68148124f0f031f4c2729804
train,36,longbench,triviaqa,triviaqa,9,9563,61aaa1582efe7db80643601386abee113b123e5e685a9312d1167cd3aecd8088
train,37,longbench,triviaqa,triviaqa,116,16746,ef22c37297beba4e60f57f9a855268fbfe0bbcee3cb1dadb4f7ea226120b9118
train,38,longbench,triviaqa,triviaqa,15,5417,6bbffcf51aee6787a62b118f6bfb9e78529b5f40c8e8661a84ad14a9f39eb254
train,39,longbench,triviaqa,triviaqa,49,11912,9f09d957f028310ab9826e2a376feaefbdc104cadd463f754e679d802daf22ac
train,40,longbench,triviaqa,triviaqa,179,11273,8496c5972c6ec2c0a06133959196690cc9e37ed5d72ce57bbe95af3071aaaf9d
train,41,longbench,triviaqa,triviaqa,24,18432,a54b0fbd1c6735ae3cc834ebffd62e40fe50009e98282b40402c33fc67d65326
train,42,longbench,triviaqa,triviaqa,28,3221,e78dae00faed65c887b45e1fe8a70a907805100ffe5b3f937cbe3ed10e4810a1
train,43,longbench,triviaqa,triviaqa,162,9765,e99c643a0961ec4bd0caa60515b8c83e6ba9c6279a105a4762844757bb1fec32
train,44,longbench,triviaqa,triviaqa,161,14709,599ef4eb3292696e2b01f9390c981cb323097a990059878e281da863308d9cd0
train,45,longbench,triviaqa,triviaqa,52,6973,f4ab670377317b4765e3fcd0f1907c17b3861db98e535e412494d872e7040e92
train,46,longbench,triviaqa,triviaqa,12,4621,bcf23a80f04f2eef2a078029776080a1b98de5bd171e9d27dff02e55fc2d360b
train,47,longbench,triviaqa,triviaqa,164,2037,123cad32370759fde9c600d4dd674ff1b9a43fda61db0563cca761c95d3d5ce6
train,48,longbench,triviaqa,triviaqa,86,4681,5cda29c9e34decf9c03ebe0f19911aae7544ab7846b53ff1e52e1d3fe9d38782
train,49,longbench,triviaqa,triviaqa,21,5048,22d158c64d3785ae9f5384a468f75fa3f3ff8f25ec572c99a7252ac19304895b
train,0,longbench,passage_retrieval_en,passage_retrieval_en,80,11629,42e595fc12244d5064dff4007174760d8478643e6b6041164ec469d292142b1d
train,1,longbench,passage_retrieval_en,passage_retrieval_en,36,13516,a8939c28ac4311e2b0f783fca7b2b23738206204170e804e77a66c947b3d59d4
train,2,longbench,passage_retrieval_en,passage_retrieval_en,26,14515,544d05e40ec32ed20fb691312394f8a49e332692e1c1c2b86c7c8eae3284af62
train,3,longbench,passage_retrieval_en,passage_retrieval_en,19,14725,51d76079f191ba3f61026a84ca826ece81be28d2aea15cbfd4edfd1f7785cc19
train,4,longbench,passage_retrieval_en,passage_retrieval_en,133,12119,afb1826a4715d267cb773fa5af407df738e3ec011b41cb2789b6caac8c2467c6
train,5,longbench,passage_retrieval_en,passage_retrieval_en,10,12500,f741381ef9ea8794934f310c099dbb701bf6778a7991688257c0975d2b9b5fb4
train,6,longbench,passage_retrieval_en,passage_retrieval_en,6,11802,2c1332923678d2d26b330cc4e27738b6cc1dc47ce35158dd24429ede7a78f4b6
train,7,longbench,passage_retrieval_en,passage_retrieval_en,29,10051,80663086cc4920e69beba2a6dfce48db3eda7922ca4260d3fa0c9908c23b8572
train,8,longbench,passage_retrieval_en,passage_retrieval_en,25,10705,1f4c4b33926de170fbad343b467d8abaf63e07f9be0518a25c036c8e4f533e60
train,9,longbench,passage_retrieval_en,passage_retrieval_en,181,13958,5ca26c4683814b1d19729e56216e334750058f882df47e3aa8d20e16145fe509
train,10,longbench,passage_retrieval_en,passage_retrieval_en,185,11810,0b50ab921332703508812128c055f531d76611a5a6a555315b41efdc2a360ccc
train,11,longbench,passage_retrieval_en,passage_retrieval_en,182,14700,241701ba34082f82400d1ce99fa9757b47ca4f4765395ade12a78470c3421237
train,12,longbench,passage_retrieval_en,passage_retrieval_en,14,15159,306a848ff1fac253eb8c131e2cd10a7fcac1bc39f10333e6295b792975955e5b
train,13,longbench,passage_retrieval_en,passage_retrieval_en,50,11673,5a361fa2e4fdeb5b3a01e0a0aa5fb31ffa0451096389e2f8ea52cd571819bf9b
train,14,longbench,passage_retrieval_en,passage_retrieval_en,197,13983,14f7d20017e52a3bc35d763cda1dc270f68f6350e924ea716d9d2e6cc562e75a
train,15,longbench,passage_retrieval_en,passage_retrieval_en,55,13700,1e3674246d94ffb47c0b0f2db302519a4e5593d1e727aa749b4f4114b4134b6a
train,16,longbench,passage_retrieval_en,passage_retrieval_en,111,13755,9cbf4cd52e8b62b9e9a577e05b460bbae870d8205b4d5840ddc87315101db09c
train,17,longbench,passage_retrieval_en,passage_retrieval_en,188,12617,2a241eb7c30e02904d440c775aec058c5d2ea9cae3a60f5e6f71ec4011e9f7ec
train,18,longbench,passage_retrieval_en,passage_retrieval_en,13,13695,8ea2b182a001e0417b334849dc3d7033c0044b356e0b7d9a7699251c71ec55a0
train,19,longbench,passage_retrieval_en,passage_retrieval_en,112,12074,2e1744e9b9c85b6b22d25c065b073f4cd6eaff9afb93f19b04465ce225d90a5f
train,20,longbench,passage_retrieval_en,passage_retrieval_en,85,11574,02b7d805a7762cb11bd95cbc9cdab1684deee6a6ce0e159d22b98923c893442c
train,21,longbench,passage_retrieval_en,passage_retrieval_en,115,14184,a0b3bf592c9f20f88e34f9621d061c5179582d7a04e5437e56e6e291884ddbdf
train,22,longbench,passage_retrieval_en,passage_retrieval_en,122,12928,129e01ba025be307166a4b153686b6d2477b5b352fa702f7fe322371a26672e2
train,23,longbench,passage_retrieval_en,passage_retrieval_en,11,13424,917f37f8c330fde47593a5627deb8c48fd4aa7a690d7f4e94895992da623b499
train,24,longbench,passage_retrieval_en,passage_retrieval_en,110,12555,301109574d450ff8cf878a9fcdc413e6e025ad0a9c69fdca2d2889a9f4b82a09
train,25,longbench,passage_retrieval_en,passage_retrieval_en,40,12120,8e320d014e655f140568f6f6d802133175736b912de2cfea87df60ee571912d9
train,26,longbench,passage_retrieval_en,passage_retrieval_en,180,13669,e3fa75e9bbd9b2870a0f947995b6a697a52b7d3410d921fd750fc500e190b867
train,27,longbench,passage_retrieval_en,passage_retrieval_en,187,13126,6ea4914c2e7b01d7a3a49511d1cc11dbe152322ab0add496b76ca7c15d871e66
train,28,longbench,passage_retrieval_en,passage_retrieval_en,39,10378,60bfced004191c2745f7aa349d8badd0ac3cdf4225a7f9e3fe63bfd0f5cce64a
train,29,longbench,passage_retrieval_en,passage_retrieval_en,98,12766,1fd259b2babc387f80ab81d1376280c067daa2da8e56bc97baae519bd2cd93aa
train,30,longbench,passage_retrieval_en,passage_retrieval_en,138,12072,09f098be22ae99b9c4548fe65392ff050562d0ccff89aa57626f395b32e2e5ce
train,31,longbench,passage_retrieval_en,passage_retrieval_en,114,12545,09fa1d39538ca5840a78e28fca8f65d5fd2a1d3377187e5bd765404a9e42ae96
train,32,longbench,passage_retrieval_en,passage_retrieval_en,51,11477,6361f254956598b2f0043b82d0944b6f35250f940f026043b20dcffa32308fe7
train,33,longbench,passage_retrieval_en,passage_retrieval_en,48,14116,78cf5c7efba51c5318d52ebdf9a336f1d5ebadd7442a4d4d418afed84e3fcfcc
train,34,longbench,passage_retrieval_en,passage_retrieval_en,62,13115,33276ff27850d635dbff9541fd84e46326924896b54efa760585923d017d0436
train,35,longbench,passage_retrieval_en,passage_retrieval_en,97,15232,277333086248c36631b0036c173995a223ee7c32528900c30844aded753ab761
train,36,longbench,passage_retrieval_en,passage_retrieval_en,134,12390,9211870d0b335a3702c84431f44b64c4567ba86c99dc3983d393e7552824a815
train,37,longbench,passage_retrieval_en,passage_retrieval_en,103,11944,c989213a02edb80f7d4878a8080a2acb1ea95492e9b64477bb2f51c17829f5c6
train,38,longbench,passage_retrieval_en,passage_retrieval_en,142,13652,d539abd544c14bd86f2b6ab9deba123cef13cc1e8867dca2483cb92950255eae
train,39,longbench,passage_retrieval_en,passage_retrieval_en,8,10548,26981ddf77211563077bde2defc145718122a4be8dc7213ec48e0afd705d9124
train,40,longbench,passage_retrieval_en,passage_retrieval_en,192,12141,47aec268be7cf2c23e7b6689111746aa7915264536c61c96e217efb733c16f04
train,41,longbench,passage_retrieval_en,passage_retrieval_en,172,12700,171dbf6fb613e52416d1a1eb1b40a60cae7ab11daaa235c669a58055da454726
train,42,longbench,passage_retrieval_en,passage_retrieval_en,160,10609,49107fb530901c627e13dd14b57bc66a097f70f293de70a55a35abc2b2947767
train,43,longbench,passage_retrieval_en,passage_retrieval_en,68,12300,d86aa8eae7de8559e0b323caf31d090711efaa7ecf0f092c383cadd7d35ebc0a
train,44,longbench,passage_retrieval_en,passage_retrieval_en,164,11576,ecb0dc6b983933a5ec7d88b5e8ca3befc9d5aa104f7a55ca791dc0e9effa6aa3
train,45,longbench,passage_retrieval_en,passage_retrieval_en,84,13932,8cba4be9cd8578bb1849fc0e7c8690d74649f6bacff9a83c0d71c539f858212a
train,46,longbench,passage_retrieval_en,passage_retrieval_en,131,12313,bb2395da55558b5c1fcb3133d39a64bbc2a6c2301c92c5d627a328ff1066ccd0
train,47,longbench,passage_retrieval_en,passage_retrieval_en,116,11059,8e2152f7acc3938ef311c9f0727f3419c89d493ae6fb24a58087f601857ef127
train,48,longbench,passage_retrieval_en,passage_retrieval_en,88,13804,872cd5fe4e64275e76d6c643650f575b90b725468c7c491d92700240dd27aa12
train,49,longbench,passage_retrieval_en,passage_retrieval_en,183,12840,8fd183ace5fc8417a5e9061e6c4177268ed941d951d4e103c10deb44bd2cb4a5
train,0,longbench,repobench-p,repobench-p,220,4008,4d2e99d0b22e09361cda7956fcdf2e03744f9f869300aab094ac863da1b287ae
train,1,longbench,repobench-p,repobench-p,223,17858,b36a0cf511b570f2f9ab1ab9dc6c9827b2c29b766350d17c276ba8d2279b35c9
train,2,longbench,repobench-p,repobench-p,136,5997,80c5bccc09d56ed58e06ffac6a7802d14cc2a904f9936250964c787387c770bf
train,3,longbench,repobench-p,repobench-p,230,8673,099a57b32553cde7c917cd62ab5ef9a3ee7d1a02b0572f4f95fdf60b1abc5db4
train,4,longbench,repobench-p,repobench-p,448,6499,03dd56e8d90a48812578383d97fc6f08768a5e7ed962f034c643f416f9c9d26f
train,5,longbench,repobench-p,repobench-p,484,5576,6e65614b37d2cc4a9c9265b6737dd7c0a8989c948e191cd255a7db8fa17ccb03
train,6,longbench,repobench-p,repobench-p,202,12911,87a05f6d7ebbc0b4c69e6f1fc48d6a1b4f3e65038b852c08d19f36907049ac8e
train,7,longbench,repobench-p,repobench-p,458,10802,057bbae0f570ed4c1eb04919bb8ede241748246dbc2c2862969d94d487f36241
train,8,longbench,repobench-p,repobench-p,380,20777,73ee55f48ec0b01d48eeac03704df08bfd0de7cc4293fb6da74f2e018778d52b
train,9,longbench,repobench-p,repobench-p,43,13086,56f83dcbfa0ba0593dcfcadef8fc2f0b2a0cbc8b717f7b73964bc4486e31d840
train,10,longbench,repobench-p,repobench-p,337,11277,a13ef4231a4a19f9fa3822a50f66f791c0386e9bdc71979971832f91161e6c26
train,11,longbench,repobench-p,repobench-p,418,4701,e293cf6bcbc67e6ca2ef612274bf6dcc41f30f99ee8fc2bd4011eb54941baa37
train,12,longbench,repobench-p,repobench-p,15,4808,bacb5de98b5973a9491cc012a50cc40d48a7c8a74c4935c654a30e5fc3e0b05a
train,13,longbench,repobench-p,repobench-p,139,11702,92108f24619644fc234b01775081ecae439f205609a56ef16074d30e1026a0ba
train,14,longbench,repobench-p,repobench-p,118,6627,1b31145212a6d320da689b5672f9944d65ad9719c372a699e75747d99bb3af21
train,15,longbench,repobench-p,repobench-p,227,3193,8ccf9f9b3c03ac6b2796f40070b8e7ca2259561e1b496bc6ab165f3d6d98639c
train,16,longbench,repobench-p,repobench-p,312,11796,b6a22074aab717686f7bc4e796e29f51bd0efb6db1953c443ba46592d2b3b22b
train,17,longbench,repobench-p,repobench-p,12,8964,167695a05ea9a490a7adb944b9fc05ce137a448db868d6a5aa376b4a31a5659c
train,18,longbench,repobench-p,repobench-p,302,17908,27796651c2afb06045c2b362e0adb0ad7fc49144ae30fe4bf94a1e395c8fbb07
train,19,longbench,repobench-p,repobench-p,472,3719,ac1cb43e5fefe2419493714f46a8bfbaf0dcd4ba6b5391dc2e3255cee639e516
train,20,longbench,repobench-p,repobench-p,212,5855,97e197ce10e9b9ab9e7d55d4a51eaee9da7574c100f9b51ec387aab0c7d6df5e
train,21,longbench,repobench-p,repobench-p,260,14125,29d14bbd6caa6fad3dc9aa596834aafd5653599fda1c1fd7ad92eb99da534468
train,22,longbench,repobench-p,repobench-p,24,7100,c51cfbe0eb1a82cd6ba57a0b4853b74423ff6668e61125999aa6ee7e68f24400
train,23,longbench,repobench-p,repobench-p,198,13124,c780b60d3c787389e5b5e2e9534567aefcd18cb23de3500723c5c39e6521a8f5
train,24,longbench,repobench-p,repobench-p,355,6899,a69b6091bc72afc97b8703fac4b25377138f8011d62b3ffda76f0f09afc0c5d6
train,25,longbench,repobench-p,repobench-p,125,14611,c1263ac3b7e8b2ea7456a1b0ce0740fd178a038f2ea000816ce9ed4c68853427
train,26,longbench,repobench-p,repobench-p,97,17953,ec5a64b179e0445b5be50a1402d522cbbc90985ea7b5e49e7aa5631bef09c9b4
train,27,longbench,repobench-p,repobench-p,251,7307,319865768634d451acc118982c55087c45e7a0d62459c0e7fa31ed17930c1cba
train,28,longbench,repobench-p,repobench-p,389,19948,ecf7177a3da2bba89a8c759e445a09b071212aa366f68bea90ac9b5e1bc60e76
train,29,longbench,repobench-p,repobench-p,288,8979,308223091a3c25d069162bbd9646435b5fb51b6a49d96a40cccb1acfff9da44c
train,30,longbench,repobench-p,repobench-p,111,3208,41fb8b449b0a7538cb1b361a15d0dbbe087757b1e21c1923d958a13ad3f33a48
train,31,longbench,repobench-p,repobench-p,394,11617,4d541b0fcac4828e43924ee471928cc25dd455a51339c5f0cc434ae4517182a6
train,32,longbench,repobench-p,repobench-p,143,13180,591d0380243b25d94c35520027b2178616925c1b7f1334f27e6124606b7f183e
train,33,longbench,repobench-p,repobench-p,261,5448,2ab04a9d7c7c871856bb68e2c519d4332d13a30ac8189991d559df1a41fe9a69
train,34,longbench,repobench-p,repobench-p,352,10588,9f4f675288de163ec8b80bd56dffd1de8e6861cda100246bb2f5d1f7079ff156
train,35,longbench,repobench-p,repobench-p,460,12413,d946da607b9f660c4111695401f21f5287b45e5a1f18881c4d7492dd4fcb2a8e
train,36,longbench,repobench-p,repobench-p,494,12854,f791e69c9837a63a6f4cffd4ea0270deef84d4990b759b0235241a7b09461f05
train,37,longbench,repobench-p,repobench-p,105,8754,2b011ec00a28a2d75a38224b536f20cd3e489615c5482f08ecd9c98051b70034
train,38,longbench,repobench-p,repobench-p,493,10611,d2b2b953a890ac18e000890f012b7107a4f7780308b20f3f38324db2f6a2891b
train,39,longbench,repobench-p,repobench-p,204,8781,56b668bb56939bb286feae371943f5094d7dd7daa838ede0498505c772554e40
train,40,longbench,repobench-p,repobench-p,146,7676,fdae3911ddb5f7b9163a122463176b96667491c6e33e304c9fae73fda778e450
train,41,longbench,repobench-p,repobench-p,10,3511,b38e8004e498d77c0bb7e4ac598e4cab54848fafcc16c9442fc7ab429b959d42
train,42,longbench,repobench-p,repobench-p,175,11215,559c88d1addd389e3ea1ba00c5686e197acaf19dfe4b04b61e1ecc08268afb8f
train,43,longbench,repobench-p,repobench-p,78,6747,ca0e486f4b5eee3657d6790898844658007d2a986b46ae73b24ba8a35ca4ed03
train,44,longbench,repobench-p,repobench-p,311,27346,422f16249dde89f0819a7f3bbb2480fa5229e7ef3bec7ebcba5ce021d32dc133
train,45,longbench,repobench-p,repobench-p,4,15998,c803c7ab94c527bef9962c861182831ab91625e07bc5b8a815bc0532078e54ba
train,46,longbench,repobench-p,repobench-p,405,16405,f101fc142cacc126dfe1a6e6a1a7527765eafdb0e1a88b9cec21cf47e2243c52
train,47,longbench,repobench-p,repobench-p,402,15924,928ed465df0a8810d2a88ec3c57c952bd3961bf516b30c706f9529c85103d2c4
train,48,longbench,repobench-p,repobench-p,52,5234,26abd990319a389c50c41e95393c614ea44ccecc4964e7f76098b1aa0421aecf
train,49,longbench,repobench-p,repobench-p,307,26194,6606a3722af9b7f0ba0fe2109ac0461445d7f6cbc2450133fee6b487cb49dd2e
train,0,longbench,lcc,lcc,139,3349,e3250c02d7ad33b860231d0ec61cb0eec4ca2a0c33a74e25d94f0f110796d862
train,1,longbench,lcc,lcc,10,4398,8533d4b027a7dcf28704fdd9a2063d972413f61446c44e9c313563e12ccee832
train,2,longbench,lcc,lcc,160,2916,2515cc0ae524ffcfcde7904df9ae10a187ecd3dcb14278cab41f13df8bb87508
train,3,longbench,lcc,lcc,381,6109,f6ac02ba32dcc96d42f36c21cbf489db82ed7534eb538e6823d3ccc667a15b78
train,4,longbench,lcc,lcc,310,2927,5a9f1de5868cc5d7cecc9689b9a592f78b16de08bf74d97f8d1bc11ecbb13457
train,5,longbench,lcc,lcc,104,8927,6ae54d768558bfee6f53a8ae2a6e8d5c4d400cef6af84581605194c22be6946a
train,6,longbench,lcc,lcc,63,2487,8c0605c90ad01e9af2f17706a132b84cefe8da0405d67fef12b84186ed4cf208
train,7,longbench,lcc,lcc,494,2771,e0eb209fbb3121274b5facc320dd7f014a2f9ee15e05458b7c8e43185b62c227
train,8,longbench,lcc,lcc,408,2920,947d67683cfdc6b2833dc9ccc4f5300ea3ac8bc8c47835384b8e3674fa41bed8
train,9,longbench,lcc,lcc,352,2342,54d9bb5fbad95f4a51a789558c6963381b5f9e83ce9b3ce9b822cac88916ebaa
train,10,longbench,lcc,lcc,289,5048,3b31d28f6917609d0bca392eff81362db6ece4b9e13fd046264a3b927946e7a5
train,11,longbench,lcc,lcc,211,3753,293c30db4f0e225b30775466208a47a8d48a99372d3abb1d3f19ee5c1a4c29cd
train,12,longbench,lcc,lcc,184,2153,5e340cd483f61950584e4de6d3debe83eef2177acb908210233ef61833c2542f
train,13,longbench,lcc,lcc,189,3352,858c6688c0c349c4bd4fdd534171a1cf2baca2bee00e0aa512c028cd2c0668b3
train,14,longbench,lcc,lcc,26,2885,fce13e7797a84d41703779b71d2a39891906979c165697a62a5e8f28b6483717
